AppID,App Name,All Review,All Percent,All People
113204,Overwhelmingly Positive,96%,628
113405,Positive,80%,25
113420,Mixed,55%,"7,019"
115110,Very Positive,91%,701
115120,Very Positive,83%,503
115200,Mixed,41%,261
115800,Very Positive,90%,"2,301"
116100,Mostly Positive,72%,140
116120,Very Positive,88%,50
200010,Very Positive,83%,"1,091"
200020,Mostly Negative,35%,109
200030,Very Positive,83%,"2,853"
110400,Very Positive,88%,52
110610,Positive,88%,18
110800,Very Positive,85%,"12,857"
110810,Very Positive,92%,140
111100,Very Positive,91%,161
111300,Mostly Positive,71%,28
111600,Very Positive,84%,438
111610,Very Positive,84%,438
111800,Very Positive,82%,359
112100,Very Positive,83%,273
112110,Very Positive,83%,273
107100,Overwhelmingly Positive,96%,"20,518"
107104,Very Positive,97%,88
107110,Overwhelmingly Positive,96%,"20,518"
107200,Very Positive,93%,"1,684"
107210,Very Positive,93%,"1,684"
107300,Very Positive,84%,"1,034"
107310,Very Positive,93%,"2,612"
107600,Very Positive,94%,892
107610,Very Positive,94%,892
107800,Very Positive,91%,886
107821,Positive,83%,31
107830,Very Positive,91%,886
108110,Mostly Negative,29%,91
108200,Very Positive,85%,864
108230,Positive,90%,11
108500,Very Positive,87%,266
108700,Mostly Positive,70%,376
108726,Very Positive,92%,117
108800,Very Positive,83%,"4,830"
109200,Very Positive,81%,79
109600,Mostly Positive,78%,"23,398"
102622,Positive,94%,39
102623,Positive,90%,31
102810,Mostly Positive,78%,74
102840,Very Positive,81%,"1,182"
102850,Mostly Positive,72%,238
104000,Mostly Positive,75%,115
104020,Positive,83%,49
104200,Very Positive,84%,"4,132"
104300,Very Positive,80%,423
104600,Very Positive,81%,409
104900,Mostly Positive,76%,"20,021"
105000,Mostly Positive,74%,874
105300,Very Positive,83%,249
105310,Very Positive,83%,249
105420,Very Positive,84%,133
105450,Very Positive,88%,"12,326"
105600,Overwhelmingly Positive,97%,"188,738"
105700,Mostly Positive,71%,57
105710,Mostly Positive,71%,57
105800,Very Positive,86%,451
100400,Mostly Positive,74%,59
100980,Very Positive,94%,71
102200,Mostly Positive,78%,179
102220,Mostly Positive,78%,179
102500,Very Positive,87%,"8,678"
102510,Positive,94%,38
102511,Positive,80%,47
102600,Overwhelmingly Positive,96%,"4,083"
102610,Overwhelmingly Positive,96%,"4,083"
99900,Very Positive,83%,"18,652"
99910,Very Positive,80%,"1,191"
98821,Positive,100%,24
98900,Mostly Positive,70%,68
99100,Mostly Negative,30%,195
99300,Very Positive,84%,565
99410,Mostly Negative,26%,64
99610,Very Positive,87%,63
99611,Very Positive,90%,63
99614,Positive,85%,49
99700,Very Positive,92%,227
99830,Very Positive,83%,"4,830"
98100,Mostly Positive,74%,197
98200,Very Positive,90%,977
98220,Very Positive,90%,977
98300,Very Positive,90%,"1,019"
98400,Very Positive,83%,"2,853"
98421,Very Positive,90%,92
98600,Mostly Positive,79%,209
98610,Mostly Positive,79%,209
98800,Very Positive,94%,"2,671"
97120,Positive,88%,43
97130,Very Positive,91%,92
97330,Very Positive,87%,895
97340,Very Positive,87%,895
94400,Very Positive,87%,"4,443"
94500,Very Positive,89%,58
94510,Very Positive,90%,60
94520,Very Positive,92%,57
94530,Very Positive,91%,78
94590,Very Positive,86%,273
94600,Positive,86%,30
94610,Positive,83%,12
94620,Very Positive,95%,67
95000,Positive,89%,29
95300,Very Positive,82%,479
95310,Very Positive,82%,479
95400,Very Positive,93%,"1,707"
95700,Very Positive,94%,861
96000,Very Positive,88%,"2,402"
96010,Very Positive,88%,"2,402"
96100,Very Positive,86%,"7,025"
96200,Very Positive,81%,64
97000,Very Positive,90%,"1,104"
97010,Very Positive,90%,"1,104"
97100,Mostly Positive,76%,754
97110,Positive,84%,39
91830,Positive,81%,16
91900,Very Positive,88%,734
92200,Very Positive,92%,103
92210,Very Positive,85%,127
92220,Very Positive,84%,99
92230,Very Positive,92%,103
92240,Very Positive,85%,127
92250,Very Positive,84%,99
92300,Mostly Positive,70%,527
92310,Mostly Positive,70%,527
92400,Mostly Positive,75%,33
92600,Very Positive,80%,70
92700,Mostly Negative,27%,54
92800,Overwhelmingly Positive,96%,"1,769"
92803,Positive,92%,13
92810,Overwhelmingly Positive,96%,"1,769"
93200,Very Positive,84%,493
94200,Overwhelmingly Positive,95%,538
94300,Very Positive,92%,784
91100,Very Positive,88%,512
91110,Very Positive,88%,512
91200,Very Positive,87%,654
91600,Very Positive,90%,"1,643"
91609,Mostly Positive,76%,13
91610,Very Positive,90%,"1,643"
91700,Very Positive,82%,"4,069"
91800,Positive,87%,48
91810,Positive,81%,16
91820,Positive,87%,48
82143,Very Positive,83%,"2,094"
82159,Very Positive,81%,"1,765"
82173,Overwhelmingly Positive,96%,"2,082"
82179,Mostly Positive,70%,"1,030"
82181,Very Positive,92%,"6,869"
90200,Very Positive,83%,331
90400,Positive,86%,38
90410,Positive,86%,38
82073,Very Positive,94%,"25,273"
82075,Very Positive,86%,378
82091,Very Positive,94%,71
82098,Very Positive,90%,"1,564"
82101,Mostly Negative,32%,328
82122,Very Positive,91%,"1,338"
82136,Overwhelmingly Positive,97%,"37,213"
82137,Very Positive,84%,768
82138,Overwhelmingly Positive,97%,"37,212"
82139,Very Positive,84%,768
82022,Very Positive,95%,189
82025,Mostly Positive,73%,"1,209"
82026,Negative,16%,30
82032,Mostly Negative,29%,298
82039,Very Positive,86%,413
82040,Very Positive,86%,413
82050,Mostly Positive,74%,"26,586"
82057,Mostly Positive,74%,"26,587"
82060,Very Positive,92%,"8,193"
82061,Mostly Positive,70%,17
82062,Very Positive,86%,"2,191"
81966,Positive,92%,28
81978,Very Positive,87%,863
81982,Very Positive,90%,872
81984,Very Positive,80%,754
81999,Very Positive,94%,"25,273"
82000,Very Positive,94%,"25,273"
82001,Overwhelmingly Positive,95%,"11,189"
82006,Very Positive,86%,307
82008,Very Positive,84%,"2,885"
82009,Very Positive,87%,863
82013,Very Positive,84%,"2,885"
81913,Very Positive,92%,275
81914,Mostly Positive,70%,376
81915,Very Positive,89%,"5,942"
81923,Very Positive,92%,251
81924,Very Positive,89%,"5,942"
81926,Negative,16%,30
81928,Mostly Positive,70%,17
81935,Mostly Positive,73%,434
81939,Very Positive,89%,"6,660"
81943,Very Positive,93%,"539,654"
81948,Very Positive,92%,275
81957,Very Positive,85%,141
81961,Mostly Positive,70%,"1,030"
81881,Overwhelmingly Positive,96%,"90,297"
81883,Very Positive,87%,"1,271"
81891,Very Positive,89%,"1,041"
81892,Very Positive,89%,"1,041"
81899,Very Positive,89%,"1,041"
81909,Very Positive,85%,"24,354"
81911,Very Positive,89%,"1,136"
81846,Very Positive,83%,"2,853"
81855,Mostly Positive,79%,620
81856,Mostly Positive,79%,620
81857,Very Positive,91%,298
81763,Very Positive,93%,245
81767,Very Positive,88%,"4,806"
81768,Very Positive,92%,"2,526"
81771,Very Positive,87%,895
81772,Very Positive,88%,734
81778,Very Positive,86%,"1,113"
81779,Very Positive,86%,"1,113"
81792,Mostly Positive,78%,"8,183"
81794,Mostly Positive,78%,"8,183"
81795,Mostly Positive,78%,"8,183"
81796,Mostly Positive,78%,"8,183"
81798,Very Positive,93%,"539,664"
81806,Overwhelmingly Positive,96%,"28,452"
81713,Very Positive,89%,"48,163"
81716,Very Positive,89%,"48,163"
81723,Mostly Positive,77%,223
81730,Very Positive,82%,193
81731,Very Positive,82%,193
81732,Very Positive,89%,159
81737,Very Positive,93%,"17,309"
81743,Very Positive,92%,356
81744,Very Positive,92%,356
81750,Positive,80%,30
81751,Positive,80%,30
81665,Positive,80%,30
81670,Very Positive,93%,"17,309"
81680,Overwhelmingly Positive,96%,853
81681,Positive,90%,21
81682,Very Positive,90%,251
81690,Very Positive,93%,"17,751"
81691,Very Positive,93%,"17,751"
81698,Overwhelmingly Positive,96%,628
81701,Very Positive,92%,"2,526"
81704,Very Positive,96%,128
81706,Very Positive,81%,"8,242"
81707,Very Positive,81%,"8,242"
81708,Very Positive,81%,"8,242"
81709,Very Positive,81%,"8,242"
81608,Very Positive,92%,"2,526"
81613,Overwhelmingly Positive,98%,"99,576"
81615,Mostly Positive,78%,52
81618,Very Positive,90%,"1,019"
81627,Overwhelmingly Positive,96%,"28,452"
81633,Very Positive,87%,207
81639,Mostly Positive,70%,"3,439"
81641,Very Positive,92%,576
81655,Positive,87%,16
81658,Positive,80%,30
81570,Very Positive,94%,397
81573,Mostly Negative,25%,170
81574,Positive,93%,32
81578,Mostly Negative,25%,170
81580,Overwhelmingly Positive,96%,"28,452"
81584,Mostly Positive,73%,38
81587,Very Positive,80%,568
81592,Overwhelmingly Positive,96%,"29,194"
81595,Very Positive,90%,"1,019"
81598,Positive,92%,13
81513,Mostly Negative,37%,443
81518,Very Positive,86%,334
81519,Very Positive,94%,"3,180"
81520,Mostly Positive,76%,"1,486"
81521,Mostly Positive,76%,"1,486"
81524,Mostly Positive,76%,"1,485"
81525,Mostly Positive,76%,"1,486"
81527,Mostly Positive,76%,"1,486"
81528,Mostly Positive,76%,"1,486"
81529,Mostly Positive,76%,"1,486"
81531,Mostly Positive,78%,14
81532,Very Positive,94%,112
81542,Very Positive,90%,"1,564"
81543,Very Positive,90%,"1,564"
81549,Very Positive,92%,"8,193"
81551,Overwhelmingly Positive,96%,"2,249"
81460,Mostly Negative,31%,298
81468,Very Positive,97%,84
81471,Very Positive,90%,113
81475,Mostly Positive,74%,320
81482,Mostly Positive,74%,"9,996"
81483,Mostly Negative,24%,45
81490,Positive,80%,15
81492,Very Positive,84%,"1,884"
81496,Overwhelmingly Positive,96%,"29,499"
81499,Very Positive,83%,478
81408,Very Positive,83%,74
81409,Positive,85%,14
81412,Mostly Positive,77%,106
